"","hgnc_symbol","entrezgene","chromosome_name","start_position","end_position"
"9484","RBMY1J",378950,"Y",24454970,24564028
"9485","RBMY1J",378949,"Y",24454970,24564028
"9486","RBMY1J",378948,"Y",24454970,24564028
"9487","RBMY1J",159163,"Y",24454970,24564028
"9488","RBMY1J",5940,"Y",24454970,24564028
"9489","ELOVL4",6785,"6",80624529,80657297
"9490","RPLP1",6176,"15",69745123,69748255
"9491","ZNF724P",NA,"19",23404401,23433192
"9492","PPP1R37",284352,"19",45594654,45651335
"9493","OR11A1",26531,"6",29393281,29424848
"9494","MAT2B",27430,"5",162930120,162946342
"9495","HYOU1",10525,"HG299_PATCH",118914898,118927912
"9496","MAPK15",225689,"8",144798429,144804628
"9497","FIBCD1",84929,"9",133777825,133814673
"9498","DYNLT3",6990,"X",37696010,37706890
"9499","FEN1",2237,"11",61560109,61564716
"9500","KDM5C",8242,"X",53220503,53254604
"9501","ZNF91",7644,"19",23487793,23578362
"9502","",NA,"20",2447858,2489553
"9503","CENPF",1063,"1",214776538,214837931
"9504","NUFIP2",57532,"17",27582854,27621136
"9505","SAYSD1",55776,"6",39071840,39082965
"9506","ZNF396",252884,"18",32946661,32957301
"9507","THAP2",83591,"12",72056789,72074419
"9508","",NA,"10",135192720,135193102
"9509","P4HB",5034,"17",79801035,79818570
"9510","",92170,"10",135204338,135233999
"9511","ZNF343",79175,"20",2462463,2505348
"9512","",NA,"19",57901252,57931362
"9513","TIMM23B",100652748,"10",51371390,51387768
"9514","TIMM23B",653252,"10",51371390,51387768
"9515","NFATC2",4773,"20",50003494,50179370
"9516","CALCOCO2",10241,"17",46908350,46943884
"9517","EIF4A2",100302143,"3",186500994,186507689
"9518","EIF4A2",677847,"3",186500994,186507689
"9519","EIF4A2",619568,"3",186500994,186507689
"9520","EIF4A2",619567,"3",186500994,186507689
"9521","EIF4A2",6043,"3",186500994,186507689
"9522","EIF4A2",1974,"3",186500994,186507689
"9523","SSBP3-AS1",NA,"1",54703710,54704736
"9524","USH1C",10083,"11",17515442,17565963
"9525","VIL1",7429,"2",219283815,219318018
"9526","CXorf27",25763,"X",37850070,37850569
"9527","NKPD1",284353,"19",45653008,45663408
"9528","CASP3",836,"4",185548850,185570663
"9529","",NA,"18",33023835,33077904
"9530","DCDC2C",728597,"2",3751453,3836122
"9531","SMC4",10051,"3",160117062,160152750
"9532","KCNK5",8645,"6",39156749,39197226
"9533","MRPL47",57129,"3",179306073,179322442
"9534","CXCL10",3627,"4",76942273,76944650
"9535","MTG1",92170,"10",135207598,135234811
"9536","PI4KA",5297,"22",21061979,21213705
"9537","TRAPPC6A",79090,"19",45666186,45681495
"9538","ACOT11",26027,"1",55007930,55104865
"9539","SYTL5",94122,"X",37865835,37988072
"9540","INO80C",125476,"18",33032194,33077955
"9541","LAMC3",10319,"9",133884469,133969860
"9542","",NA,"5",109218883,109220452
"9543","TMC2",117532,"20",2517253,2622430
"9544","CLEC18C",497190,"16",70207225,70221264
"9545","CLEC18C",283971,"16",70207225,70221264
"9546","CXCL11",6373,"4",76954835,76962568
"9547","FADS2",9415,"11",61560452,61634826
"9548","TMEM57",55219,"1",25757388,25826700
"9549","PSMD9",5715,"12",122326637,122356203
"9550","PROCA1",147011,"17",27030215,27038872
"9551","SMPD2",6610,"6",109761966,109765122
"9552","GFRAL",389400,"6",55192267,55267291
"9553","TAOK1",57551,"17",27717482,27878922
"9554","TMEM232",642987,"5",109624934,110074657
"9555","INSIG2",51141,"2",118846028,118868573
"9556","BLOC1S3",388552,"19",45682003,45685059
"9557","HTR3D",200909,"3",183749332,183757157
"9558","NUDT15",55270,"13",48611703,48621358
"9559","GHITM",27069,"10",85899196,85913001
"9560","",NA,"9",34646642,34657110
"9561","ACTB",60,"7",5566782,5603415
"9562","FAM83H",286077,"8",144806103,144815971
"9563","CABP2",51475,"11",67286383,67290899
"9564","KCTD18",130535,"2",201353675,201384507
"9565","",NA,"19",45683080,45705702
"9566","",NA,"19",45690646,45720191
"9567","MBIP",51562,"14",36767770,36789882
"9568","HMGCLL1",54511,"6",55299167,55444012
"9569","GALNT1",2589,"18",33161081,33291798
"9570","PRIMPOL",201973,"4",185570767,185616117
"9571","B3GNT7",93010,"2",232260254,232265875
"9572","EXOC3L2",90332,"19",45715879,45737469
"9573","MED4",29079,"13",48627459,48669267
"9574","RRBP1",6238,"20",17594323,17662940
"9575","",NA,"2",232316906,232317864
"9576","LDLRAP1",26119,"1",25870071,25895377
"9577","SYN3",8224,"22",32908539,33454358
"9578","LASP1",3927,"17",37026112,37078023
"9579","GSTP1",2950,"11",67351066,67354131
"9580","KCNK2",3776,"1",215179118,215410436
"9581","PDZD8",118987,"10",119040000,119134978
"9582","FGFBP3",143282,"10",93666346,93669240
"9583","ATP6V0E2",155066,"7",149570057,149577784
"9584","NUP54",53371,"4",77035812,77069668
"9585","SRPX",8406,"X",38008589,38080696
"9586","TTC27",55622,"2",32853099,33046118
"9587","NOP56",100302138,"20",2632791,2639039
"9588","NOP56",692213,"20",2632791,2639039
"9589","NOP56",692201,"20",2632791,2639039
"9590","NOP56",26792,"20",2632791,2639039
"9591","NOP56",10528,"20",2632791,2639039
"9592","NCL",4691,"2",232318242,232348352
"9593","FAM151A",338094,"1",55074855,55089229
"9594","CD80",941,"3",119243140,119278449
"9595","CES1",100653057,"HSCHR16_1_CTG3_1",55849157,55879488
"9596","CES1",1066,"HSCHR16_1_CTG3_1",55849157,55879488
"9597","PKD1",101930075,"16",2138711,2185899
"9598","PKD1",5310,"16",2138711,2185899
"9599","G6PD",2539,"X",153759606,153775787
"9600","",NA,"HSCHR6_MHC_MANN",28730486,28730593
"9601","TMEM170B",100113407,"6",11537938,11583757
"9602","TRIM27",5987,"HSCHR6_MHC_MANN",28882558,28891771
"9603","TAF10",6881,"11",6627526,6633898
"9604","CCDC63",160762,"12",111284573,111345339
"9605","RBM15B",29890,"3",51428731,51435330
"9606","SOX11",6664,"2",5832799,5841516
"9607","ZNF675",171392,"19",23708433,23870022
"9608","TTK",7272,"6",80713604,80752244
"9609","",NA,"2",6111712,6114374
"9610","DOCK1",1793,"10",128593978,129250781
"9611","",NA,"HSCHR6_MHC_DBB",30007934,30067620
"9612","CRISP2",7180,"6",49660073,49681274
"9613","YY1",7528,"14",100704635,100749129
"9614","VPRBP",9730,"3",51433298,51534010
"9615","IL11RA",3590,"9",34650699,34661889
"9616","C18orf21",83608,"18",33552046,33559241
"9617","CTNNA2",1496,"2",79412357,80875905
"9618","C6orf100",NA,"HSCHR6_MHC_MANN",28911662,28912322
"9619","EMX2",2018,"10",119301955,119309056
"9620","CMPK2",129607,"2",6980701,7006766
"9621","AIF1L",83543,"9",133971863,133998539
"9622","SPRN",503542,"10",135234170,135382916
"9623","CKM",1158,"19",45809672,45826235
"9624","",NA,"19",57905551,57949825
"9625","ZNF311",282890,"HSCHR6_MHC_MANN",28962566,28973097
"9626","STAG3",10734,"7",99775186,99819111
"9627","ZNRD1",30834,"HSCHR6_MHC_DBB",30017009,30023013
"9628","",65988,"16",30537244,30546173
"9629","C11orf72",NA,"11",67370351,67374177
"9630","UBN2",254048,"7",138915102,138992982
"9631","",NA,"16",30545548,30569600
"9632","ZNF17",7565,"19",57922531,57933307
"9633","ZNF681",148213,"19",23921997,23941693
"9634","ZNF764",92595,"16",30565085,30569819
"9635","ACVR1C",130399,"2",158383279,158485517
"9636","KLRG1",10219,"12",9102640,9163356
"9637","TIMP3",7078,"22",33197687,33259030
"9638","CENPU",79682,"4",185615772,185655287
"9639","ATP6V1G2",534,"HSCHR6_MHC_DBB",31494420,31496802
"9640","CD300A",11314,"17",72462555,72480933
"9641","ZNF749",388567,"19",57946697,57956853
"9642","OR2W1",26692,"HSCHR6_MHC_MANN",29011994,29013021
"9643","ITM2B",9445,"13",48807294,48837063
"9644","CYP2E1",1571,"10",135333910,135374724
"9645","",NA,"17",45331263,45421658
"9646","TES",26136,"7",115850547,115898837
"9647","RPSAP58",NA,"19",23945807,24010937
"9648","OR2B3",442184,"HSCHR6_MHC_MANN",29053989,29055094
"9649","SLC6A13",6540,"12",329789,372039
"9650","",NA,"19",57949338,57988904
"9651","RSAD2",91543,"2",7005937,7038370
"9652","OR2J3",442186,"HSCHR6_MHC_MANN",29079673,29080608
"9653","ATP9A",10079,"20",50213053,50385173
"9654","",NA,"2",27928653,27938599
"9655","OR2J2",26707,"HSCHR6_MHC_MANN",29141320,29142360
"9656","ZNF688",146542,"16",30580667,30584055
"9657","",NA,"16",70239303,70239683
"9658","VN1R1",57191,"19",57966542,57967854
"9659","",NA,"16",70258261,70258641
"9660","RAB11FIP2",22841,"10",119764427,119806114
"9661","OR14J1",442191,"HSCHR6_MHC_MANN",29274451,29275567
"9662","MRPL33",9553,"2",27994584,28210954
"9663","OR5V1",81696,"HSCHR6_MHC_MANN",29323057,29399325
"9664","HTR3C",170572,"3",183770835,183778459
"9665","ZNF726",730087,"19",24097678,24127961
"9666","RPRD1A",55197,"18",33564350,33647539
"9667","WNT8A",7478,"5",137419581,137428054
"9668","ZNF772",400720,"19",57978031,57988938
"9669","TMEM175",84286,"4",926175,952444
"9670","KCTD3",51133,"1",215740735,215795149
"9671","OR12D3",81797,"HSCHR6_MHC_MANN",29340936,29417450
"9672","TPP1",1200,"11",6634000,6640692
"9673","ATP2B2",491,"3",10365707,10749716
"9674","OR12D2",26529,"HSCHR6_MHC_MANN",29364007,29365039
"9675","EFCAB13",124989,"17",45400656,45518678
"9676","OR10C1",442194,"HSCHR6_MHC_MANN",29384656,29408312
"9677","RASIP1",54922,"19",49223844,49243978
"9678","EXOSC6",118460,"16",70284134,70285833
"9679","DTHD1",401124,"4",36283244,36347378
"9680","RAD54L2",23132,"3",51575160,51702683
"9681","ZNF785",146540,"16",30585061,30597092
"9682","ABCA10",10349,"17",67143355,67240987
"9683","OR11A1",26531,"HSCHR6_MHC_MANN",29392863,29424418
"9684","KCNK17",89822,"6",39266777,39282329
"9685","ARHGAP12",94134,"10",32094365,32217742
"9686","SGOL2",151246,"2",201374731,201448505
"9687","NDUFV1",4723,"11",67374323,67380006
"9688","MMD",23531,"17",53469974,53499353
"9689","AARS",16,"16",70286198,70323446
"9690","OR2H1",26716,"HSCHR6_MHC_MANN",29424528,29431676
"9691","PLS1",5357,"3",142315229,142432506
"9692","",NA,"12",56109820,56118487
"9693","NFKBIL1",4795,"HSCHR6_MHC_DBB",31496824,31508774
"9694","RPGR",6103,"X",38128416,38186817
"9695","CPM",1368,"12",69235977,69365350
"9696","ZNF689",115509,"16",30613879,30635333
"9697","MROH7",374977,"1",55107463,55175939
"9698","ZBTB16",7704,"11",113930315,114121398
"9699","HTR3E",285242,"3",183814852,183824783
"9700","ACACA",31,"17",35441923,35766909
"9701","PSD",5662,"10",104162376,104181296
"9702","MAS1L",116511,"HSCHR6_MHC_MANN",29454045,29455309
"9703","C7orf55",154791,"7",139024203,139031065
"9704","NDUFB5",4711,"3",179322478,179345435
"9705","",NA,"HSCHR6_MHC_QBL",31110976,31111093
"9706","TCF19",6941,"HSCHR6_MHC_QBL",31118773,31124447
"9707","RB1",5925,"13",48877887,49056122
"9708","AGAP7",653268,"10",51464162,51486327
"9709","SUB1",10923,"5",32531739,32604185
"9710","LARGE",9215,"22",33558212,34318829
"9711","ZNF419",79744,"19",57999079,58006048
"9712","HDX",139324,"X",83572882,83757487
"9713","TENM2",57451,"5",166711804,167691162
"9714","APLN",8862,"X",128779240,128788933
"9715","ADPRH",141,"3",119298115,119308792
"9716","IZUMO1",284359,"19",49244109,49250166
"9717","BLOC1S1",2647,"12",56109820,56113871
"9718","SLC39A6",25800,"18",33688495,33709348
"9719","FAM204A",63877,"10",120065401,120101840
"9720","SCRIB",23513,"8",144873090,144897549
"9721","XPNPEP2",7512,"X",128872950,128903514
"9722","TAPBP",6892,"HSCHR6_MHC_DBB",33245400,33260090
"9723","CCL27",10850,"9",34661877,34664045
"9724","ZDHHC3",51304,"3",44956749,45017677
"9725","FLOT1",10211,"HSCHR6_MHC_DBB",30685747,30700772
"9726","PPIP5K1",9677,"15",43825660,43882430
"9727","PRR14",78994,"16",30662038,30667761
"9728","NME5",8382,"5",137450866,137475132
"9729","KCNK16",83795,"6",39282474,39290744
"9730","NNMT",101928916,"11",114128509,114184007
"9731","NNMT",4837,"11",114128509,114184007
"9732","BIN1",274,"2",127805603,127864931
"9733","CES5A",221223,"HSCHR16_1_CTG3_1",55892484,56002378
"9734","HLA-DMB",3109,"HSCHR6_MHC_SSTO",32992302,33010800
"9735","FUT1",2523,"19",49251268,49258647
"9736","SLC25A29",123096,"14",100757448,100772884
"9737","TMEM100",55273,"17",53796988,53809482
"9738","",NA,"9",34664160,34666109
"9739","RBM45",129831,"2",178977151,179003738
"9740","NUP214",8021,"9",134000948,134110057
"9741","CAPN11",11131,"6",44126548,44152139
"9742","ZNF254",9534,"19",24216276,24312654
"9743","",NA,"12",57643392,57690267
"9744","MAPK7",5598,"17",19281034,19286857
"9745","FGF21",26291,"19",49258816,49261587
"9746","BMP5",653,"6",55618443,55740362
"9747","A2M",2,"12",9220260,9268825
"9748","KIAA1239",57495,"4",37245842,37451087
"9749","ABHD15",116236,"17",27887565,27894155
"9750","WDR4",10785,"21",44263204,44299678
"9751","RAB34",100861437,"17",27041299,27045447
"9752","RAB34",83871,"17",27041299,27045447
"9753","C11orf71",54494,"11",114262165,114271139
"9754","CSF3",1440,"17",38171614,38174066
"9755","ACVR1",90,"2",158592958,158732374
"9756","FAM160B2",64760,"8",21946670,21962409
"9757","MSMB",4477,"10",51549498,51562517
"9758","FBXO47",494188,"17",37092685,37123655
"9759","SASH3",54440,"X",128913955,128929177
"9760","",NA,"12",57810198,57810536
"9761","INHBC",3626,"12",57828543,57844611
"9762","UQCRFS1",7386,"19",29698173,29704448
"9763","CCL19",6363,"9",34689564,34691274
"9764","RBM7",10179,"11",114270752,114284925
"9765","TMCO5A",145942,"15",38214140,38259925
"9766","VSTM2B",342865,"19",30017406,30055386
"9767","C4orf19",55286,"4",37455563,37625117
"9768","HLA-DMA",3108,"HSCHR6_MHC_SSTO",33006288,33028403
"9769","RFX5",5993,"1",151313116,151319833
"9770","RNF144A",9781,"2",7057523,7208417
"9771","BCAT2",587,"19",49298319,49314286
"9772","USH2A",7399,"1",215796236,216596738
"9773","ISX",91464,"22",35462129,35483380
"9774","RELL1",768211,"4",37592422,37687998
"9775","OTC",5009,"X",38211798,38280703
"9776","",NA,"12",122326715,122359376
"9777","POP4",10775,"19",30094924,30108144
"9778","",NA,"2",27998851,28009186
"9779","PRRC2A",7916,"HSCHR6_MHC_COX",31575863,31592960
"9780","SFTA3",253970,"14",36942493,36983034
"9781","CCL21",6366,"9",34709002,34710121
"9782","TM4SF5",9032,"17",4675179,4686506
"9783","FAM196A",642938,"10",128933694,128994422
"9784","RBKS",64080,"2",28004231,28113965
"9785","CCNH",902,"5",86687311,86708836
"9786","PLA1A",51365,"3",119316689,119348658
"9787","",NA,"5",115358088,115394625
"9788","PRY",100509646,"Y",24636544,24660784
"9789","PRY",442862,"Y",24636544,24660784
"9790","PRY",9081,"Y",24636544,24660784
"9791","ARL14EPL",644100,"5",115387163,115395815
"9792","APOOL",139322,"X",84258832,84343069
"9793","KLC3",147700,"19",45836692,45854778
"9794","GPR151",134391,"5",145892666,145895753
"9795","HMGXB4",10042,"22",35653445,35691800
"9796","ACSL1",2180,"4",185676749,185747972
"9797","PCTP",58488,"17",53828340,53920191
"9798","FAM205A",259308,"9",34723052,34729464
"9799","INHBE",83729,"12",57846106,57853063
"9800","MICAL1",64780,"6",109765265,109787171
"9801","GABBR1",2550,"HSCHR6_MHC_MANN",29522994,29600557
"9802","VMO1",284013,"17",4688580,4689728
"9803","FADS1",100302263,"11",61567099,61596790
"9804","FADS1",3992,"11",61567099,61596790
"9805","FBXL15",79176,"10",104178946,104182893
"9806","C12orf79",256021,"12",92378756,92536690
"9807","TSPAN7",7102,"X",38420623,38548169
"9808","COMMD10",51397,"5",115420688,115748459
"9809","COX19",90639,"7",938415,1015235
"9810","MAN1C1",57134,"1",25943959,26112698
"9811","OSBPL6",114880,"2",179059208,179264160
"9812","KIAA1045",23349,"9",34957484,34982541
"9813","FBRS",64319,"16",30669752,30682135
"9814","NUDT8",254552,"11",67395409,67397401
"9815","CCNE2",9134,"8",95891998,95908906
"9816","NDUFV3",4731,"21",44299754,44333414
"9817","PPP1R11",6992,"HSCHR6_MHC_DBB",30024813,30028437
"9818","GLTPD2",388323,"17",4692254,4693685
"9819","TP53I13",90313,"17",27893070,27900175
"9820","C3orf20",84077,"3",14716606,14814541
"9821","PSMB6",5694,"17",4699439,4701790
"9822","TBX10",347853,"11",67398774,67407031
"9823","ANKRD23",200539,"2",97490263,97523671
"9824","BCL2L11",10018,"2",111876955,111926024
"9825","RAB26",25837,"16",2190804,2204166
"9826","BRD2",6046,"HSCHR6_MHC_SSTO",33026347,33089202
"9827","C7orf55-LUC7L2",51631,"7",139025105,139108198
"9828","PPP2R2B",5521,"5",145967936,146464347
"9829","SAPCD1",401251,"HSCHR6_MHC_COX",31717958,31720011
"9830","PGM2",55276,"4",37828255,37864558
"9831","SALL4",57167,"20",50400581,50419059
"9832","MROH7-TTC4",NA,"1",55107459,55207981
"9833","ACY3",91703,"11",67410026,67418130
"9834","IQSEC2",23096,"X",53262058,53350522
"9835","KDM5A",5927,"12",389295,498620
"9836","ARL6IP5",10550,"3",69134095,69155217
"9837","TEX264",51368,"3",51696709,51738339
"9838","MID1IP1",58526,"X",38660685,38665790
"9839","INPP1",3628,"2",191208196,191236391
"9840","OTOG",340990,"11",17568920,17668697
"9841","ADTRP",84830,"6",11712287,11807279
"9842","CCDC42",146849,"17",8633252,8648537
"9843","",NA,"11",114271404,114314654
"9844","CRISP3",10321,"6",49695097,49712150
"9845","DNAJB5",25822,"9",34989638,34998897
"9846","",NA,"19",45842445,45842639
"9847","PKNOX1",5316,"21",44394620,44453691
"9848","WDR66",144406,"12",122355768,122441833
"9849","S1PR2",9294,"19",10334520,10341948
"9850","ALDH3B2",222,"11",67429633,67448671
"9851","BDP1",55814,"5",70751442,70863649
"9852","AOX1",316,"2",201450591,201541787
"9853","TTC4",7268,"1",55181495,55208330
"9854","GLI1",2735,"12",57853918,57866045
"9855","CAV2",858,"7",115927434,116148595
"9856","DTNB",1838,"2",25600067,25896503
"9857","GNAT3",346562,"7",80087987,80141336
"9858","PLEKHG4B",153478,"5",140373,190085
"9859","REXO2",25996,"11",114310108,114321001
"9860","VWA7",80737,"HSCHR6_MHC_COX",31720750,31732475
"9861","LPAR6",10161,"13",48963707,49018840
"9862","PRLHR",2834,"10",120352916,120355160
"9863","MRPL4",51073,"19",10362577,10370721
"9864","DDX19B",11269,"16",70323566,70369186
"9865","PRPH2",5961,"6",42664340,42690312
"9866","NUDT18",79873,"8",21964383,21966932
"9867","PLD2",5338,"17",4710391,4726729
"9868","RDH5",5959,"12",56114151,56118489
"9869","PLXDC1",57125,"17",37219556,37310647
"9870","SATL1",340562,"X",84347293,84364054
"9871","ZDHHC9",51114,"X",128937264,128977885
"9872","ERCC2",2068,"19",45853095,45874176
"9873","C10orf99",387695,"10",85933494,85945050
"9874","MMP23B",8510,"1",1567474,1570639
"9875","SERPIND1",3053,"22",21128167,21142008
"9876","CACUL1",143384,"10",120433679,120514761
"9877","TRAF7",84231,"16",2205699,2228130
"9878","C9orf131",138724,"9",35041092,35045988
"9879","ELP2",55250,"18",33709407,33757909
"9880","HSD17B14",51171,"19",49316274,49339935
"9881","GBX1",2636,"7",150845676,150871832
"9882","FGD5",152273,"3",14860469,14975895
"9883","BPY2",442868,"Y",25119966,25151612
"9884","BPY2",442867,"Y",25119966,25151612
"9885","BPY2",9083,"Y",25119966,25151612
"9886","ZFP64",55734,"20",50668202,50820847
"9887","BCOR",54880,"X",39909068,40036582
"9888","SNAP29",9342,"22",21213271,21245506
"9889","SKP1",6500,"5",133484633,133512729
"9890","RCBTB2",1102,"13",49063095,49107369
"9891","HR",55806,"8",21971928,21990897
"9892","SPDYE4",388333,"17",8656424,8661877
"9893","SEMA3C",10512,"7",80371854,80551675
"9894","AMELY",266,"Y",6733959,6742068
"9895","",NA,"9",35042390,35042824
"9896","ASB10",136371,"7",150872785,150884919
"9897","ZNF711",7552,"X",84498997,84528368
"9898","PARS2",25973,"1",55222571,55230187
"9899","",NA,"19",57999086,58016749
"9900","FAM78A",101927137,"9",134133463,134151934
"9901","FAM78A",286336,"9",134133463,134151934
"9902","SLC25A47",283600,"14",100789674,100796715
"9903","ZNF773",374928,"19",58011283,58029772
"9904","HLA-DOA",3111,"HSCHR6_MHC_SSTO",33111813,33117246
"9905","TTC22",55001,"1",55245385,55266940
"9906","CDHR1",92211,"10",85954410,85979377
"9907","USP37",57695,"2",219314974,219433084
"9908","NCOA4",8031,"10",51565108,51590734
"9909","SLC5A7",60482,"2",108602979,108630450
"9910","PLEKHA4",57664,"19",49340354,49371889
"9911","SEMA6A",57556,"5",115779312,115910630
"9912","VCP",7415,"9",35056061,35073246
"9913","PPAPDC3",84814,"9",134165081,134184649
"9914","ID2",3398,"2",8818975,8824583
"9915","SKIV2L",6499,"HSCHR6_MHC_COX",31914409,31925080
"9916","ESRRG",2104,"1",216676588,217311097
"9917","CEP68",23177,"2",65283500,65314138
"9918","ZNF549",256051,"19",58038693,58068910
"9919","SLC26A8",116369,"6",35911291,35992645
"9920","SEPN1",57190,"1",26126667,26144713
"9921","UNC93B1",81622,"11",67758575,67772452
"9922","LTBP1",4052,"2",33172039,33624576
"9923","MYL7",58498,"7",44178463,44180931
"9924","ACTR3C",653857,"7",149941005,150020814
"9925","POPDC2",64091,"3",119355304,119384171
"9926","PCYOX1",51449,"2",70484518,70508323
"9927","POU5F1",5460,"HSCHR6_MHC_QBL",31119639,31130942
"9928","CRKL",1399,"22",21271714,21308037
"9929","C1orf177",163747,"1",55271736,55307925
"9930","CD63",967,"12",56119107,56123491
"9931","BRD8",10902,"5",137475455,137514675
"9932","ZNF550",162972,"19",58046625,58071231
"9933","POLE",5426,"12",133200348,133263951
"9934","TOM1",10043,"22",35695268,35743985
"9935","ABCF2",10061,"7",150904923,150924316
"9936","TLE3",7090,"15",70340129,70390515
"9937","SCARB2",950,"4",77079890,77135046
"9938","TMEM161B",153396,"5",87485450,87565293
"9939","DCHS1",8642,"11",6642556,6677085
"9940","WWC1",23286,"5",167718656,167899308
"9941","MFSD6L",162387,"17",8700436,8702667
"9942","MYL2",4633,"12",111348623,111358526
"9943","TBC1D1",23216,"4",37892708,38140796
"9944","PRRC2B",84726,"9",134269480,134375584
"9945","DGKQ",1609,"4",952675,980683
"9946","CASKIN1",57524,"16",2227184,2246526
"9947","CYSLTR2",57105,"13",49280951,49283498
"9948","NKX2-1",7080,"14",36985602,36990354
"9949","DHCR24",1718,"1",55315306,55352891
"9950","",NA,"1",26137961,26150235
"9951","CBS",875,"21",44473301,44497053
"9952","CD300LB",124599,"17",72517313,72527613
"9953","LMOD3",56203,"3",69156023,69172183
"9954","PIK3R5",23533,"17",8782233,8869029
"9955","MYOD1",4654,"11",17741115,17743678
"9956","MRPL17",63875,"11",6702013,6704632
"9957","PZP",5858,"12",9301436,9360966
"9958","OR10C1",442194,"6",29407083,29408731
"9959","SRCAP",10847,"16",30709530,30755602
"9960","PHLPP1",23239,"18",60382672,60647666
"9961","DLG5",9231,"10",79550549,79686378
"9962","CELF2",10659,"10",11047259,11378674
"9963","FADS3",3995,"11",61640991,61659523
"9964","OR2H1",26716,"6",29424958,29432105
"9965","CUEDC2",79004,"10",104183002,104192418
"9966","KCNC1",3746,"11",17756359,17804602
"9967","ATP6AP2",10159,"X",40440146,40465889
"9968","AIFM3",150209,"22",21319396,21335649
"9969","CUX2",23316,"12",111471828,111788358
"9970","ALS2",57679,"2",202565277,202645912
"9971","EXOSC7",23016,"3",45016733,45077558
"9972","OR2AG2",338755,"11",6789218,6790286
"9973","OR2AG1",144125,"11",6806248,6807245
"9974","PLEKHF1",79156,"19",30155963,30166364
"9975","VARS",7407,"HSCHR6_MHC_COX",31732662,31751095
"9976","OR6A2",8590,"11",6815756,6817128
"9977","MTFR1L",56181,"1",26145131,26159432
"9978","TSHR",7253,"14",81421333,81612646
"9979","OR10A5",144124,"11",6866883,6867936
"9980","TRIM47",91107,"17",73870242,73874656
"9981","",NA,"12",80198742,80202321
"9982","TMEM61",199964,"1",55446465,55457966
"9983","OR10A2",341276,"11",6890924,6891976
"9984","GPATCH2",55105,"1",217600334,217804424
"9985","C19orf12",83636,"19",30191721,30206364
"9986","LRRTM1",347730,"2",80515483,80531874
"9987","DAZ1",57135,"Y",25275502,25345241
"9988","DAZ1",1617,"Y",25275502,25345241
"9989","BSND",7809,"1",55464606,55476556
"9990","FNDC3A",22862,"13",49550048,49783915
"9991","NR2C2",7182,"3",14989091,15095107
"9992","MAS1L",116511,"6",29454474,29455738
"9993","PPP1R13L",10848,"19",45882892,45909607
"9994","ZBTB22",9278,"HSCHR6_MHC_DBB",33260109,33263646
"9995","",NA,"18",60491423,60492724
"9996","LUC7L2",100996928,"7",139026106,139107345
"9997","LUC7L2",51631,"7",139026106,139107345
"9998","",NA,"18",60505640,60505948
"9999","RNF39",80352,"HSCHR6_MHC_DBB",30028370,30033991
"10000","TRIM65",201292,"17",73876416,73893084
"10001","NDUFAF6",100506538,"8",95907995,96128683
"10002","NDUFAF6",137682,"8",95907995,96128683
"10003","",NA,"10",135341026,135342661
"10004","SPRED1",161742,"15",38544527,38649450
"10005","SMC1A",8243,"X",53401070,53449677
"10006","BCL2",596,"18",60790579,60987361
"10007","UQCC2",100500873,"6",33662070,33679504
"10008","UQCC2",84300,"6",33662070,33679504
"10009","NKX2-8",26257,"14",37049784,37051812
"10010","UPP2",151531,"2",158733214,158992666
"10011","SERGEF",26297,"11",17809595,18034709
"10012","PCSK9",255738,"1",55505221,55530525
"10013","CDK11B",728642,"1",1570603,1590473
"10014","CDK11B",984,"1",1570603,1590473
"10015","KLRG2",346689,"7",139137436,139168458
"10016","RAB1A",5861,"2",65297835,65357240
"10017","SELENBP1",8991,"1",151336778,151345209
"10018","SYCE1",93426,"10",135367404,135382876
"10019","DAXX",1616,"HSCHR6_MHC_DBB",33264261,33274971
"10020","UBD",10537,"6",29523292,29527702
"10021","SPATA17",128153,"1",217804666,218045038
"10022","PAX9",5083,"14",37126773,37148920
"10023","ANKFN1",101927443,"17",54188319,54589020
"10024","ANKFN1",101927408,"17",54188319,54589020
"10025","ANKFN1",162282,"17",54188319,54589020
"10026","CCNE1",898,"19",30302805,30315215
"10027","FAM98B",283742,"15",38746328,38779911
"10028","CAMK2D",817,"4",114372188,114683083
"10029","FANCG",2189,"9",35073832,35080013
"10030","TSHZ2",128553,"20",51588946,52111869
"10031","NMUR1",10316,"2",232387871,232395206
"10032","CXorf38",159013,"X",40488285,40506819
"10033","TAC4",729220,"17",47915671,47925379
"10034","TAC4",255061,"17",47915671,47925379
"10035","KDSR",2531,"18",60994959,61034743
"10036","OTOGL",283310,"12",80603233,80772870
"10037","ZNF416",55659,"19",58082934,58090295
"10038","",NA,"6",33663196,33663474
"10039","C2orf57",165100,"2",232457575,232458994
"10040","",NA,"2",232571517,232571621
"10041","IP6K3",117283,"6",33689444,33714762
"10042","BTBD16",118663,"10",124030821,124097677
"10043","GRM2",2912,"3",51741086,51752629
"10044","MFAP4",4239,"17",19286755,19290553
"10045","ZIK1",284307,"19",58089824,58105145
"10046","NXPE1",120400,"11",114392437,114430617
"10047","RRP15",51018,"1",218458629,218511325
"10048","",NA,"20",52105495,52106164
"10049","C17orf66",256957,"17",34181955,34195895
"10050","KIDINS220",57498,"2",8865408,8977760
"10051","ARHGDIA",396,"17",79825597,79829282
