binNumber;chromosome;start;stop;gainloss_fisherPvalue;gainloss_FDR;cnLOHloss_fisherPvalue;cnLOHloss_FDR;cnLOHgain_fisherPvalue;cnLOHgain_FDR;cnLOHamp_fisherPvalue;cnLOHamp_FDR;amploss_fisherPvalue;amploss_FDR;ampgain_fisherPvalue;ampgain_FDR
1380;7;141000001;142000000;0.71;1;0.15;0.9226;0.111;0.741;0.72;1;0.185;0.6803;0.278;0.765
1381;7;142000001;143000000;0.708;1;0.067;0.6007;0.072;0.6631;0.718;1;0.162;0.6727;0.14;0.6551
1382;7;143000001;144000000;0.49;1;0.044;0.5152;0.076;0.6763;0.443;1;0.298;0.7722;0.453;0.8847
1383;7;144000001;145000000;0.493;1;0.041;0.492;0.077;0.6769;0.434;1;0.3;0.7733;0.468;0.9053
1384;7;145000001;146000000;0.33;1;0.013;0.2523;0.023;0.4007;0.122;1;0.56;0.9931;1;1
1385;7;146000001;147000000;0.329;1;0.016;0.2929;0.028;0.4425;0.216;1;0.563;0.9931;1;1
1386;7;147000001;148000000;0.485;1;0.026;0.3916;0.032;0.4722;0.444;1;0.305;0.782;0.451;0.8837
1387;7;148000001;149000000;0.485;1;0.036;0.4669;0.043;0.529;0.467;1;0.299;0.7728;0.428;0.8531
1388;7;149000001;150000000;0.144;1;0.007;0.2131;0.038;0.5111;0.444;1;0.08;0.5356;0.467;0.904
1389;7;150000001;151000000;0.146;1;0.007;0.2131;0.038;0.5111;0.447;1;0.072;0.5295;0.454;0.8847
1390;7;151000001;152000000;0.146;1;0.003;0.2066;0.013;0.3008;0.134;1;0.169;0.6747;1;1
1391;7;152000001;153000000;0.143;1;0.001;0.2066;0.003;0.2754;0.024;1;0.419;0.893;1;1
1392;7;153000001;154000000;0.144;1;0.002;0.2066;0.004;0.2754;0.05;1;0.426;0.8955;1;1
1393;7;154000001;155000000;0.234;1;0.003;0.2066;0.004;0.2754;0.142;1;0.197;0.6828;0.692;1
1394;7;155000001;156000000;0.236;1;0.004;0.2066;0.01;0.2754;0.291;1;0.08;0.5356;0.412;0.8379
1395;7;156000001;157000000;0.233;1;0.007;0.2131;0.011;0.2866;0.465;1;0.094;0.591;0.411;0.8371
1396;7;157000001;158000000;0.233;1;0.011;0.241;0.006;0.2754;0.27;1;0.184;0.6803;0.662;1
1397;7;158000001;159000000;0.431;1;1;1;1;1;1;1;1;1;1;1
1398;7;159000001;160000000;0.266;1;1;1;1;1;1;1;1;1;1;1
1399;8;1;1000000;0.261;1;1;1;1;1;1;1;1;1;1;1
1400;8;1000001;2000000;0.256;1;1;1;1;1;1;1;1;1;1;1
1401;8;2000001;3000000;0.258;1;1;1;1;1;1;1;1;1;1;1
1402;8;3000001;4000000;0.258;1;1;1;1;1;1;1;1;1;1;1
1403;8;4000001;5000000;0.265;1;1;1;1;1;1;1;1;1;1;1
1404;8;5000001;6000000;0.273;1;1;1;1;1;1;1;1;1;1;1
1405;8;6000001;7000000;0.377;1;1;1;1;1;1;1;1;1;1;1
1406;8;7000001;8000000;0.384;1;1;1;1;1;1;1;1;1;1;1
1407;8;8000001;9000000;0.384;1;1;1;1;1;1;1;1;1;1;1
1408;8;9000001;10000000;0.381;1;1;1;1;1;1;1;1;1;1;1
1409;8;10000001;11000000;0.376;1;1;1;1;1;1;1;1;1;1;1
1410;8;11000001;12000000;0.375;1;1;1;1;1;1;1;1;1;1;1
1411;8;12000001;13000000;0.373;1;1;1;1;1;1;1;1;1;1;1
1412;8;13000001;14000000;0.261;1;1;1;1;1;1;1;1;1;1;1
1413;8;14000001;15000000;0.273;1;1;1;1;1;1;1;1;1;1;1
1414;8;15000001;16000000;0.497;1;1;1;1;1;1;1;0.071;0.5295;0.1;0.5551
1415;8;16000001;17000000;0.51;1;1;1;1;1;1;1;0.072;0.5295;0.096;0.5538
1416;8;17000001;18000000;0.507;1;1;1;1;1;1;1;0.139;0.6442;0.184;0.7111
1417;8;18000001;19000000;0.506;1;1;1;1;1;1;1;0.072;0.5295;0.097;0.5538
1418;8;19000001;20000000;0.506;1;1;1;1;1;1;1;0.072;0.5295;0.097;0.5538
1419;8;20000001;21000000;0.507;1;1;1;1;1;1;1;0.139;0.6442;0.184;0.7111
1420;8;21000001;22000000;0.506;1;1;1;1;1;1;1;0.072;0.5295;0.097;0.5538
1421;8;22000001;23000000;0.658;1;1;1;1;1;1;1;0.073;0.5295;0.093;0.5538
1422;8;23000001;24000000;0.66;1;1;1;1;1;1;1;0.141;0.6462;0.176;0.7012
1423;8;24000001;25000000;0.66;1;1;1;1;1;1;1;0.073;0.5295;0.093;0.5538
1424;8;25000001;26000000;0.51;1;1;1;1;1;1;1;0.07;0.5295;0.099;0.5538
1425;8;26000001;27000000;0.288;1;1;1;1;1;1;1;0.068;0.5295;0.103;0.562
1426;8;27000001;28000000;0.286;1;1;1;1;1;1;1;0.131;0.6416;0.195;0.7111
1427;8;28000001;29000000;0.388;1;1;1;1;1;1;1;0.132;0.6416;0.192;0.7111
1428;8;29000001;30000000;0.205;1;1;1;1;1;1;1;0.126;0.6416;0.201;0.7141
1429;8;30000001;31000000;0.284;1;1;1;1;1;1;1;0.126;0.6416;0.199;0.7114
1430;8;31000001;32000000;0.286;1;1;1;1;1;0.4;1;0.128;0.6416;0.198;0.7114
1431;8;32000001;33000000;0.528;1;1;1;1;1;0.4;1;0.137;0.6416;0.179;0.7043
1432;8;33000001;34000000;0.678;1;1;1;1;1;0.4;1;0.142;0.6472;0.17;0.7012
1433;8;34000001;35000000;0.537;1;1;1;1;1;0.444;1;0.251;0.7309;0.325;0.7905
1434;8;35000001;36000000;0.689;1;1;1;1;1;0.455;1;0.32;0.7917;0.363;0.8163
1435;8;36000001;37000000;0.839;1;1;1;1;1;1;1;0.545;0.9931;0.584;0.9975
1436;8;37000001;38000000;0.515;1;0.134;0.8768;0.386;1;0.62;1;0.594;0.9931;1;1
1437;8;38000001;39000000;0.391;1;0.332;1;0.665;1;0.595;1;1;1;1;1
1438;8;39000001;40000000;0.362;1;0.624;1;1;1;1;1;1;1;1;1
1439;8;40000001;41000000;0.144;1;1;1;0.485;1;0.592;1;0.592;0.9931;1;1
1440;8;41000001;42000000;0.213;1;0.637;1;0.749;1;1;1;0.631;0.9977;1;1
1441;8;42000001;43000000;0.805;1;1;1;1;1;1;1;1;1;1;1
1442;8;43000001;44000000;0.806;1;1;1;1;1;1;1;1;1;1;1
1443;8;44000001;45000000;0.772;1;0.681;1;0.749;1;1;1;0.642;1;0.71;1
1444;8;45000001;46000000;0.759;1;0.676;1;0.75;1;1;1;1;1;1;1
1445;8;46000001;47000000;0.76;1;0.676;1;0.749;1;1;1;0.689;1;1;1
1446;8;47000001;48000000;0.761;1;0.676;1;0.749;1;1;1;1;1;1;1
1447;8;48000001;49000000;0.762;1;0.676;1;0.75;1;1;1;0.645;1;0.705;1
1448;8;49000001;50000000;1;1;0.692;1;0.75;1;1;1;0.655;1;0.704;1
1449;8;50000001;51000000;1;1;1;1;1;1;1;1;0.657;1;0.703;1
1450;8;51000001;52000000;1;1;1;1;1;1;1;1;0.654;1;0.704;1
1451;8;52000001;53000000;1;1;1;1;1;1;1;1;1;1;1;1
1452;8;53000001;54000000;0.772;1;1;1;1;1;1;1;1;1;1;1
1453;8;54000001;55000000;1;1;1;1;1;1;1;1;1;1;1;1
1454;8;55000001;56000000;0.775;1;1;1;1;1;1;1;1;1;1;1
1455;8;56000001;57000000;0.76;1;1;1;1;1;1;1;1;1;1;1
1456;8;57000001;58000000;0.764;1;0.714;1;1;1;1;1;1;1;1;1
1457;8;58000001;59000000;0.764;1;0.709;1;1;1;1;1;1;1;1;1
1458;8;59000001;60000000;0.755;1;0.703;1;1;1;1;1;1;1;1;1
1459;8;60000001;61000000;0.544;1;0.699;1;1;1;1;1;1;1;1;1
1460;8;61000001;62000000;0.753;1;0.699;1;1;1;1;1;0.693;1;1;1
1461;8;62000001;63000000;0.755;1;0.71;1;1;1;1;1;0.689;1;1;1
1462;8;63000001;64000000;0.758;1;0.713;1;1;1;1;1;1;1;1;1
1463;8;64000001;65000000;0.761;1;1;1;1;1;1;1;0.695;1;1;1
1464;8;65000001;66000000;0.768;1;1;1;1;1;1;1;1;1;1;1
1465;8;66000001;67000000;0.757;1;0.713;1;1;1;1;1;1;1;1;1
1466;8;67000001;68000000;0.13;1;0.484;1;1;1;1;1;0.461;0.9372;1;1
1467;8;68000001;69000000;0.758;1;0.713;1;1;1;1;1;0.692;1;1;1
1468;8;69000001;70000000;0.539;1;0.697;1;1;1;1;1;0.69;1;1;1
1469;8;70000001;71000000;0.533;1;0.695;1;1;1;1;1;0.687;1;1;1
1470;8;71000001;72000000;0.533;1;0.695;1;1;1;1;1;0.687;1;1;1
1471;8;72000001;73000000;0.533;1;0.695;1;1;1;1;1;0.683;1;1;1
1472;8;73000001;74000000;0.513;1;0.452;1;1;1;1;1;0.688;1;1;1
1473;8;74000001;75000000;0.545;1;0.463;1;0.775;1;1;1;0.69;1;1;1
1474;8;75000001;76000000;0.222;1;0.292;1;1;1;1;1;0.457;0.936;1;1
1475;8;76000001;77000000;0.225;1;0.297;1;1;1;1;1;0.46;0.9372;1;1
1476;8;77000001;78000000;0.23;1;0.304;1;1;1;1;1;0.46;0.9372;1;1
1477;8;78000001;79000000;0.756;1;0.697;1;0.776;1;1;1;0.681;1;1;1
1478;8;79000001;80000000;0.534;1;0.446;1;0.774;1;1;1;0.676;1;1;1
1479;8;80000001;81000000;0.527;1;0.428;1;0.777;1;1;1;0.677;1;1;1
1480;8;81000001;82000000;0.547;1;0.437;1;0.584;1;1;1;0.681;1;1;1
1481;8;82000001;83000000;0.757;1;0.46;1;0.775;1;1;1;0.681;1;1;1
1482;8;83000001;84000000;1;1;1;1;0.776;1;1;1;1;1;0.748;1
1483;8;84000001;85000000;1;1;1;1;0.776;1;1;1;1;1;1;1
1484;8;85000001;86000000;0.136;1;0.292;1;1;1;1;1;0.291;0.7651;1;1
1485;8;86000001;87000000;0.226;1;0.295;1;1;1;1;1;0.46;0.9372;1;1
1486;8;87000001;88000000;0.231;1;0.304;1;1;1;1;1;0.456;0.9346;1;1
1487;8;88000001;89000000;0.225;1;0.303;1;1;1;1;1;0.456;0.9346;1;1
1488;8;89000001;90000000;0.251;1;0.487;1;1;1;1;1;0.462;0.9372;1;1
1489;8;90000001;91000000;0.141;1;0.291;1;1;1;1;1;0.275;0.756;1;1
1490;8;91000001;92000000;0.139;1;0.176;0.9605;1;1;0.642;1;0.113;0.6333;0.482;0.9178
1491;8;92000001;93000000;0.527;1;0.443;1;0.774;1;1;1;0.425;0.8955;0.748;1
1492;8;93000001;94000000;1;1;0.674;1;0.585;1;1;1;0.67;1;0.748;1
1493;8;94000001;95000000;0.216;1;0.256;1;0.774;1;1;1;0.43;0.8992;1;1
1494;8;95000001;96000000;0.188;1;0.255;1;0.773;1;0.691;1;0.465;0.9372;1;1
1495;8;96000001;97000000;0.746;1;0.669;1;0.776;1;0.691;1;1;1;1;1
1496;8;97000001;98000000;0.734;1;0.665;1;0.775;1;1;1;1;1;1;1
1497;8;98000001;99000000;1;1;1;1;0.584;1;1;1;1;1;0.775;1
1498;8;99000001;100000000;1;1;1;1;0.584;1;0.696;1;1;1;0.768;1
1499;8;100000001;101000000;1;1;1;1;0.583;1;0.696;1;1;1;0.772;1
1500;8;101000001;102000000;1;1;1;1;0.585;1;0.699;1;1;1;1;1
1501;8;102000001;103000000;1;1;1;1;0.776;1;0.701;1;1;1;1;1
1502;8;103000001;104000000;1;1;1;1;0.776;1;0.701;1;1;1;1;1
1503;8;104000001;105000000;1;1;1;1;0.774;1;0.701;1;1;1;0.77;1
1504;8;105000001;106000000;1;1;1;1;0.775;1;1;1;1;1;1;1
1505;8;106000001;107000000;0.749;1;1;1;0.776;1;1;1;1;1;0.546;0.9783
1506;8;107000001;108000000;0.748;1;1;1;0.777;1;1;1;1;1;0.546;0.9783
1507;8;108000001;109000000;1;1;1;1;0.776;1;1;1;1;1;1;1
1508;8;109000001;110000000;1;1;1;1;0.775;1;0.696;1;0.681;1;0.756;1
1509;8;110000001;111000000;1;1;1;1;1;1;0.701;1;0.686;1;0.757;1
1510;8;111000001;112000000;1;1;1;1;1;1;0.705;1;0.689;1;0.76;1
1511;8;112000001;113000000;1;1;1;1;1;1;1;1;1;1;1;1
1512;8;113000001;114000000;1;1;1;1;0.775;1;1;1;1;1;1;1
1513;8;114000001;115000000;1;1;1;1;0.776;1;1;1;1;1;1;1
1514;8;115000001;116000000;1;1;1;1;0.777;1;1;1;1;1;1;1
1515;8;116000001;117000000;1;1;1;1;0.584;1;1;1;1;1;1;1
1516;8;117000001;118000000;1;1;0.631;1;0.584;1;0.695;1;1;1;1;1
1517;8;118000001;119000000;1;1;0.621;1;0.583;1;0.453;1;1;1;0.766;1
1518;8;119000001;120000000;1;1;0.616;1;0.583;1;0.456;1;1;1;1;1
1519;8;120000001;121000000;1;1;0.613;1;0.428;1;0.698;1;1;1;1;1
1520;8;121000001;122000000;1;1;0.609;1;0.425;1;0.466;1;1;1;1;1
1521;8;122000001;123000000;1;1;0.609;1;0.425;1;0.466;1;1;1;1;1
1522;8;123000001;124000000;1;1;0.599;1;0.425;1;0.449;1;1;1;1;1
1523;8;124000001;125000000;1;1;0.596;1;0.426;1;0.435;1;1;1;1;1
1524;8;125000001;126000000;1;1;0.591;1;0.427;1;0.443;1;1;1;1;1
1525;8;126000001;127000000;0.682;1;0.307;1;0.305;1;0.444;1;1;1;1;1
1526;8;127000001;128000000;0.672;1;0.269;1;0.301;1;0.432;1;1;1;1;1
1527;8;128000001;129000000;0.676;1;0.324;1;0.425;1;0.444;1;1;1;1;1
1528;8;129000001;130000000;0.686;1;0.59;1;0.428;1;1;1;0.627;0.9963;0.775;1
1529;8;130000001;131000000;0.68;1;0.593;1;0.586;1;0.693;1;0.644;1;1;1
1530;8;131000001;132000000;0.413;1;0.338;1;0.584;1;1;1;0.365;0.8151;1;1
1531;8;132000001;133000000;0.402;1;0.172;0.9566;0.582;1;1;1;0.363;0.8125;1;1
1532;8;133000001;134000000;0.412;1;0.177;0.9605;0.585;1;1;1;0.315;0.7853;0.545;0.9783
1533;8;134000001;135000000;0.433;1;0.354;1;0.776;1;1;1;0.412;0.8852;1;1
1534;8;135000001;136000000;0.432;1;0.354;1;0.776;1;1;1;0.658;1;1;1
1535;8;136000001;137000000;0.713;1;0.386;1;0.584;1;0.694;1;0.677;1;1;1
1536;8;137000001;138000000;0.712;1;0.382;1;0.584;1;0.68;1;0.688;1;1;1
1537;8;138000001;139000000;0.476;1;0.366;1;0.582;1;0.676;1;0.682;1;1;1
1538;8;139000001;140000000;0.712;1;0.378;1;0.583;1;0.678;1;0.688;1;1;1
1539;8;140000001;141000000;0.715;1;0.378;1;0.582;1;1;1;0.669;1;1;1
1540;8;141000001;142000000;0.717;1;0.378;1;0.582;1;1;1;0.664;1;0.775;1
1541;8;142000001;143000000;0.272;1;0.198;0.9932;0.581;1;0.691;1;0.419;0.893;1;1
1542;8;143000001;144000000;0.285;1;0.209;1;0.581;1;1;1;0.417;0.8926;1;1
1543;8;144000001;145000000;0.284;1;0.203;0.9932;0.58;1;0.691;1;0.425;0.8955;1;1
1544;8;145000001;146000000;0.346;1;0.306;1;0.208;1;1;1;1;1;1;1
1545;8;146000001;147000000;0.596;1;0.173;0.9585;0.094;0.7398;1;1;0.129;0.6416;0.053;0.4281
1546;9;1;1000000;0.599;1;0.17;0.9473;0.095;0.7398;1;1;0.125;0.6416;0.053;0.4281
1547;9;1000001;2000000;0.6;1;0.105;0.7498;0.056;0.6111;0.585;1;0.191;0.6828;0.09;0.5457
1548;9;2000001;3000000;0.604;1;0.166;0.9376;0.096;0.7398;1;1;0.143;0.6472;0.066;0.4856
1549;9;3000001;4000000;0.601;1;0.17;0.9473;0.096;0.7398;1;1;0.169;0.6747;0.078;0.5174
1550;9;4000001;5000000;0.604;1;0.134;0.8768;0.076;0.6763;1;1;0.164;0.6727;0.078;0.5174
1551;9;5000001;6000000;0.613;1;0.129;0.8576;0.077;0.6769;0.621;1;0.178;0.68;0.093;0.5538
1552;9;6000001;7000000;0.801;1;0.089;0.6761;0.06;0.6356;0.576;1;0.178;0.68;0.112;0.5911
1553;9;7000001;8000000;1;1;0.077;0.6151;0.063;0.6507;0.585;1;0.134;0.6416;0.103;0.562
1554;9;8000001;9000000;1;1;0.069;0.6007;0.065;0.6512;0.598;1;0.102;0.6057;0.093;0.5538
1555;9;9000001;10000000;1;1;0.299;1;0.31;1;1;1;0.026;0.3449;0.023;0.231
1556;9;10000001;11000000;1;1;0.299;1;0.31;1;1;1;0.026;0.3449;0.023;0.231
1557;9;11000001;12000000;1;1;0.069;0.6007;0.065;0.6512;0.613;1;0.087;0.5667;0.078;0.5174
1558;9;12000001;13000000;0.805;1;0.06;0.5922;0.068;0.6512;0.613;1;0.073;0.5295;0.084;0.5281
1559;9;13000001;14000000;0.806;1;0.056;0.5723;0.071;0.6624;0.585;1;0.092;0.5835;0.119;0.6113
1560;9;14000001;15000000;0.806;1;0.041;0.492;0.049;0.5646;0.56;1;0.082;0.5452;0.1;0.5551
1561;9;15000001;16000000;1;1;0.054;0.5618;0.044;0.529;0.56;1;0.114;0.634;0.088;0.5403
1562;9;16000001;17000000;1;1;0.054;0.5618;0.044;0.529;0.56;1;0.114;0.634;0.088;0.5403
1563;9;17000001;18000000;1;1;0.054;0.5618;0.044;0.529;0.553;1;0.131;0.6416;0.103;0.562
1564;9;18000001;19000000;1;1;0.072;0.6093;0.064;0.6512;0.598;1;0.107;0.6209;0.091;0.5506
1565;9;19000001;20000000;1;1;0.051;0.5524;0.045;0.529;0.553;1;0.123;0.6416;0.106;0.5698
1566;9;20000001;21000000;0.811;1;0.058;0.5865;0.041;0.5223;0.57;1;0.108;0.6209;0.069;0.4891
1567;9;21000001;22000000;1;1;0.045;0.5206;0.047;0.5459;0.56;1;0.092;0.5835;0.096;0.5538
1568;9;22000001;23000000;0.814;1;0.007;0.2131;0.008;0.2754;0.115;1;0.269;0.748;0.303;0.7789
1569;9;23000001;24000000;0.814;1;0.006;0.2066;0.008;0.2754;0.262;1;0.209;0.6853;0.252;0.765
1570;9;24000001;25000000;0.814;1;0.011;0.241;0.013;0.3008;0.274;1;0.259;0.7372;0.31;0.7857
1571;9;25000001;26000000;0.48;1;0.008;0.2314;0.015;0.3121;0.28;1;0.197;0.6828;0.299;0.7786
1572;9;26000001;27000000;0.481;1;0.008;0.2314;0.014;0.3067;0.29;1;0.179;0.6802;0.266;0.765
1573;9;27000001;28000000;0.63;1;0.009;0.2388;0.014;0.3067;0.29;1;0.187;0.6803;0.262;0.765
1574;9;28000001;29000000;0.631;1;0.009;0.2388;0.013;0.3008;0.29;1;0.196;0.6828;0.257;0.765
1575;9;29000001;30000000;0.805;1;0.06;0.5922;0.068;0.6512;0.613;1;0.073;0.5295;0.084;0.5281
1576;9;30000001;31000000;1;1;0.112;0.7767;0.111;0.741;1;1;0.072;0.5295;0.067;0.4856
1577;9;31000001;32000000;1;1;0.121;0.8176;0.108;0.741;1;1;0.08;0.5356;0.064;0.4795
1578;9;32000001;33000000;1;1;0.198;0.9932;0.154;0.8659;1;1;0.133;0.6416;0.088;0.5403
1579;9;33000001;34000000;1;1;0.202;0.9932;0.155;0.8659;1;1;0.175;0.6789;0.119;0.6113
1580;9;34000001;35000000;1;1;0.115;0.7881;0.083;0.7081;0.597;1;0.195;0.6828;0.133;0.6421
1581;9;35000001;36000000;1;1;0.11;0.7684;0.114;0.7442;1;1;0.113;0.6333;0.112;0.5911
1582;9;36000001;37000000;1;1;0.088;0.6761;0.089;0.7398;0.621;1;0.113;0.6333;0.112;0.5911
1583;9;37000001;38000000;1;1;0.09;0.6761;0.089;0.7398;0.608;1;0.132;0.6416;0.128;0.6296
1584;9;38000001;39000000;1;1;0.09;0.6761;0.09;0.7398;0.597;1;0.148;0.6575;0.146;0.6681
1585;9;39000001;40000000;1;1;0.09;0.6761;0.09;0.7398;0.597;1;0.148;0.6575;0.146;0.6681
1586;9;40000001;41000000;1;1;0.09;0.6761;0.09;0.7398;0.597;1;0.148;0.6575;0.146;0.6681
1587;9;41000001;42000000;1;1;0.068;0.6007;0.068;0.6512;0.562;1;0.164;0.6727;0.164;0.6966
1588;9;42000001;43000000;1;1;0.068;0.6007;0.068;0.6512;0.562;1;0.164;0.6727;0.164;0.6966
1589;9;43000001;44000000;0.795;1;0.066;0.6002;0.068;0.6512;0.562;1;0.16;0.6726;0.165;0.6966
1590;9;44000001;45000000;0.795;1;0.066;0.6002;0.068;0.6512;0.562;1;0.16;0.6726;0.165;0.6966
1591;9;45000001;46000000;0.795;1;0.066;0.6002;0.068;0.6512;0.562;1;0.16;0.6726;0.165;0.6966
1592;9;46000001;47000000;0.795;1;0.066;0.6002;0.068;0.6512;0.562;1;0.16;0.6726;0.165;0.6966
1593;9;47000001;48000000;1;1;0.31;1;0.308;1;1;1;0.049;0.4527;0.034;0.3112
1594;9;48000001;49000000;0.552;1;1;1;1;1;0.521;1;0.078;0.5295;0.099;0.5538
1595;9;49000001;50000000;0.552;1;1;1;1;1;0.521;1;0.078;0.5295;0.099;0.5538
1596;9;50000001;51000000;0.552;1;1;1;1;1;0.521;1;0.078;0.5295;0.099;0.5538
1597;9;51000001;52000000;0.552;1;1;1;1;1;0.521;1;0.078;0.5295;0.099;0.5538
1598;9;52000001;53000000;0.552;1;1;1;1;1;0.521;1;0.078;0.5295;0.099;0.5538
1599;9;53000001;54000000;0.552;1;1;1;1;1;0.521;1;0.078;0.5295;0.099;0.5538
1600;9;54000001;55000000;0.552;1;1;1;1;1;0.521;1;0.078;0.5295;0.099;0.5538
1601;9;55000001;56000000;0.552;1;1;1;1;1;0.521;1;0.078;0.5295;0.099;0.5538
1602;9;56000001;57000000;0.552;1;1;1;1;1;0.521;1;0.078;0.5295;0.099;0.5538
1603;9;57000001;58000000;0.552;1;1;1;1;1;0.521;1;0.078;0.5295;0.099;0.5538
1604;9;58000001;59000000;0.552;1;1;1;1;1;0.521;1;0.078;0.5295;0.099;0.5538
1605;9;59000001;60000000;0.552;1;1;1;1;1;0.521;1;0.078;0.5295;0.099;0.5538
1606;9;60000001;61000000;0.552;1;1;1;1;1;0.521;1;0.078;0.5295;0.099;0.5538
1607;9;61000001;62000000;0.552;1;1;1;1;1;0.521;1;0.078;0.5295;0.099;0.5538
1608;9;62000001;63000000;0.552;1;1;1;1;1;0.521;1;0.078;0.5295;0.099;0.5538
1609;9;63000001;64000000;0.552;1;1;1;1;1;0.521;1;0.078;0.5295;0.099;0.5538
1610;9;64000001;65000000;0.552;1;1;1;1;1;0.521;1;0.078;0.5295;0.099;0.5538
1611;9;65000001;66000000;0.552;1;1;1;1;1;0.521;1;0.078;0.5295;0.099;0.5538
1612;9;66000001;67000000;0.551;1;1;1;1;1;0.539;1;0.086;0.5653;0.117;0.6075
1613;9;67000001;68000000;0.551;1;1;1;1;1;0.539;1;0.086;0.5653;0.117;0.6075
1614;9;68000001;69000000;1;1;1;1;1;1;0.539;1;0.159;0.6726;0.105;0.5665
1615;9;69000001;70000000;1;1;1;1;1;1;1;1;0.591;0.9931;0.334;0.8016
1616;9;70000001;71000000;1;1;1;1;1;1;1;1;0.311;0.7853;0.272;0.765
1617;9;71000001;72000000;0.764;1;1;1;1;1;1;1;0.602;0.9931;0.258;0.765
1618;9;72000001;73000000;0.767;1;1;1;1;1;1;1;0.599;0.9931;0.259;0.765
1619;9;73000001;74000000;0.764;1;1;1;1;1;0.53;1;0.177;0.6789;0.082;0.5264
1620;9;74000001;75000000;0.768;1;0.445;1;0.366;1;1;1;0.604;0.9931;0.276;0.765
1621;9;75000001;76000000;1;1;0.31;1;0.265;1;0.53;1;0.604;0.9931;0.308;0.7853
1622;9;76000001;77000000;1;1;1;1;1;1;1;1;0.322;0.7939;0.269;0.765
1623;9;77000001;78000000;1;1;1;1;1;1;1;1;0.285;0.7645;0.239;0.7612
1624;9;78000001;79000000;1;1;1;1;1;1;1;1;0.278;0.7621;0.241;0.763
1625;9;79000001;80000000;1;1;1;1;1;1;1;1;0.26;0.7372;0.243;0.763
1626;9;80000001;81000000;0.797;1;1;1;1;1;1;1;0.234;0.7123;0.25;0.765
1627;9;81000001;82000000;0.797;1;1;1;1;1;1;1;0.202;0.6828;0.22;0.7389
1628;9;82000001;83000000;0.797;1;1;1;1;1;1;1;0.207;0.6842;0.218;0.7389
1629;9;83000001;84000000;1;1;1;1;1;1;1;1;0.249;0.7303;0.246;0.763
1630;9;84000001;85000000;1;1;1;1;1;1;1;1;0.266;0.7447;0.242;0.763
1631;9;85000001;86000000;1;1;1;1;1;1;1;1;0.236;0.7132;0.213;0.7389
1632;9;86000001;87000000;1;1;1;1;1;1;1;1;0.242;0.72;0.211;0.7361
1633;9;87000001;88000000;1;1;1;1;1;1;1;1;0.266;0.7447;0.243;0.763
1634;9;88000001;89000000;1;1;1;1;1;1;1;1;0.308;0.7853;0.271;0.765
1635;9;89000001;90000000;1;1;1;1;1;1;1;1;0.133;0.6416;0.087;0.5399
1636;9;90000001;91000000;0.774;1;1;1;1;1;0.541;1;0.136;0.6416;0.069;0.4891
1637;9;91000001;92000000;0.77;1;1;1;1;1;0.541;1;0.142;0.6472;0.068;0.4868
1638;9;92000001;93000000;0.761;1;1;1;1;1;1;1;0.342;0.8048;0.096;0.5538
1639;9;93000001;94000000;0.764;1;1;1;1;1;1;1;0.177;0.6789;0.081;0.5264
1640;9;94000001;95000000;0.764;1;1;1;1;1;1;1;0.177;0.6789;0.081;0.5264
1641;9;95000001;96000000;0.771;1;1;1;1;1;1;1;0.164;0.6727;0.083;0.5264
1642;9;96000001;97000000;0.767;1;1;1;1;1;1;1;0.171;0.6747;0.082;0.5264
1643;9;97000001;98000000;0.767;1;1;1;1;1;1;1;0.171;0.6747;0.082;0.5264
1644;9;98000001;99000000;0.767;1;1;1;1;1;1;1;0.171;0.6747;0.082;0.5264
1645;9;99000001;100000000;0.767;1;1;1;1;1;1;1;0.171;0.6747;0.082;0.5264
1646;9;100000001;101000000;0.771;1;1;1;1;1;1;1;0.164;0.6727;0.083;0.5264
1647;9;101000001;102000000;1;1;1;1;1;1;1;1;0.329;0.8002;0.267;0.765
1648;9;102000001;103000000;1;1;1;1;1;1;1;1;0.298;0.7722;0.237;0.7582
1649;9;103000001;104000000;1;1;1;1;1;1;1;1;0.594;0.9931;0.299;0.7786
1650;9;104000001;105000000;1;1;1;1;1;1;1;1;0.317;0.7883;0.307;0.785
1651;9;105000001;106000000;1;1;1;1;1;1;1;1;0.295;0.7672;0.274;0.765
1652;9;106000001;107000000;1;1;1;1;1;1;1;1;0.308;0.7853;0.271;0.765
1653;9;107000001;108000000;1;1;1;1;1;1;1;1;0.308;0.7853;0.271;0.765
1654;9;108000001;109000000;1;1;1;1;1;1;1;1;0.329;0.8002;0.267;0.765
1655;9;109000001;110000000;0.779;1;1;1;1;1;1;1;0.593;0.9931;0.263;0.765
1656;9;110000001;111000000;1;1;1;1;1;1;1;1;0.287;0.7645;0.276;0.765
1657;9;111000001;112000000;1;1;1;1;1;1;0.529;1;0.259;0.7372;0.248;0.763
1658;9;112000001;113000000;0.771;1;1;1;1;1;0.529;1;0.588;0.9931;0.233;0.7512
1659;9;113000001;114000000;0.775;1;1;1;1;1;0.529;1;0.328;0.8002;0.235;0.7535
1660;9;114000001;115000000;0.775;1;1;1;1;1;0.529;1;0.328;0.8002;0.235;0.7535
1661;9;115000001;116000000;0.56;1;1;1;1;1;1;1;0.623;0.9942;0.249;0.7644
1662;9;116000001;117000000;0.564;1;1;1;1;1;1;1;0.62;0.9942;0.25;0.765
